60432	100
525475	525531	4	0	1	2
787246	787299	2	0	0	2
1574353	1574409	1	0	0	1
1574911	1574970	1	1	0	1
2628963	2629020	2	0	1	2
2629991	2630592	2	4	2	2
2630820	2630873	2	0	2	2
4202420	4202495	1	2	0	1
4205648	4205712	2	0	2	2
4205648	4206081	2	0	1	2
4205822	4206081	2	2	1	2
4206525	4206588	2	0	0	2
4207232	4207822	2	0	1	2
4207929	4207985	2	0	1	2
4209178	4209235	2	0	2	2
4210015	4211355	2	0	2	2
4210015	4214182	2	0	2	2
4210015	4214187	2	0	0	2
4211516	4212328	2	0	1	2
4211516	4212563	2	0	2	2
4211516	4214182	2	0	2	2
4211516	4215438	2	0	1	2
4212472	4212563	2	0	2	2
4214319	4215133	2	0	1	2
4214319	4215368	2	0	2	2
4214319	4215438	2	0	1	2
4214324	4215368	2	0	2	2
4214324	4215438	2	0	1	2
4215277	4215368	2	0	2	2
4215504	4215651	2	0	0	2
4216991	4217045	2	0	0	2
4217239	4217296	2	0	0	2
4217245	4217300	1	0	1	1
4218177	4218231	2	1	0	2
4218514	4219049	2	0	2	2
4220992	4221068	2	1	1	2
4221268	4221355	2	0	2	2
4221794	4222317	2	0	0	2
4221794	4222713	2	0	0	2
4222544	4223035	2	1	1	2
4222943	4223035	2	1	1	2
4223230	4223284	2	0	0	2
4223372	4224696	2	0	2	2
4223372	4228147	2	0	2	2
4223372	4228860	2	0	2	2
4223372	4230048	2	0	2	2
4227574	4228147	2	0	2	2
4227574	4228860	2	0	2	2
4228592	4228860	2	1	2	2
4228908	4229022	2	0	2	2
4229216	4230048	2	1	2	2
4229516	4230048	2	0	4	2
4229516	4232837	2	0	2	2
4232602	4232837	2	0	2	2
4233035	4233603	2	0	2	2
4234161	4252383	2	0	2	2
4252480	4253492	2	0	1	2
4252486	4252551	2	0	1	2
4252486	4253261	2	0	1	2
4252486	4253492	2	0	1	2
4252486	4259648	2	0	3	2
4252497	4253492	2	0	1	2
4252654	4253492	2	0	1	2
4253035	4253492	2	0	1	2
4260916	4260978	1	0	0	1
4261307	4261691	1	1	0	1
4261415	4261691	1	0	0	1
4261441	4261691	1	0	0	1
4261811	4261871	1	0	0	1
4262066	4262194	1	0	3	1
4262327	4262387	1	1	0	1
4264853	4264909	1	0	0	1
4266108	4266252	1	0	0	1
4266385	4269205	1	0	1	1
4267281	4269205	1	0	1	1
4267946	4268057	2	1	0	2
4267996	4268122	1	0	0	1
4267996	4269205	1	0	1	1
4268201	4269205	1	2	1	1
4268876	4269205	1	2	1	1
4269322	4269380	1	2	2	1
4271887	4271944	1	4	0	1
4278581	4281322	2	0	2	2
4289196	4289291	1	0	1	1
4289374	4289434	1	1	0	1
4289605	4289656	1	0	2	1
4292137	4292186	1	2	0	1
4292774	4292829	1	0	1	1
4294027	4294087	1	0	0	1
4294820	4294874	1	4	1	1
4295007	4295064	1	2	0	1
4295246	4295318	1	0	0	1
4295498	4295551	1	0	1	1
4295923	4296178	1	0	1	1
4297210	4297308	1	1	1	1
4297738	4297818	1	1	0	1
4297738	4298180	1	1	0	1
4299251	4299307	2	0	0	2
4299640	4299693	2	2	0	2
4299759	4299814	2	4	1	2
4300219	4300271	4	0	1	2
4301304	4302067	1	0	0	1
4302142	4302890	1	0	0	1
4302260	4302890	1	0	0	1
4302405	4302890	1	2	0	1
4302530	4302890	1	0	0	1
4302650	4302890	1	0	0	1
4303113	4304708	1	2	0	1
4304097	4304708	1	1	0	1
4304787	4305057	1	1	0	1
4305181	4305307	1	1	2	1
4305181	4306209	1	1	2	1
4305181	4306992	1	1	1	1
4305421	4306209	1	2	2	1
4305421	4306992	1	3	1	1
4306323	4306992	1	3	1	1
4307673	4307736	1	0	1	1
4309295	4349848	1	2	0	1
4309295	4349869	1	2	0	1
4309295	4349940	1	2	0	1
4312063	4312122	2	0	1	2
4312380	4312438	2	0	0	2
4312608	4312663	2	0	2	2
4313178	4313233	2	0	0	2
4313380	4313436	2	0	1	2
4313539	4313590	2	0	2	2
4313539	4313733	2	0	1	2
4313679	4313733	2	0	1	2
4313858	4314130	2	0	1	2
4314384	4314470	2	1	1	2
4314384	4314723	2	1	0	2
4314384	4315935	2	1	0	2
4314569	4314813	2	0	1	2
4314668	4314723	2	0	0	2
4317298	4317383	2	0	0	2
4317376	4317442	1	0	0	1
4317562	4317627	1	1	2	1
4317933	4317996	2	1	0	2
4318098	4318158	2	0	0	2
4318328	4318389	2	0	1	2
4319224	4319379	4	0	1	2
4319570	4320412	2	0	0	2
4320531	4323102	2	0	0	2
4323246	4324810	2	0	0	2
4326559	4326778	1	1	0	1
4330520	4330575	1	0	0	1
4332894	4332971	2	0	0	2
4333502	4333558	2	0	2	2
4333689	4333744	2	0	0	2
4333991	4334043	2	2	0	2
4334258	4334416	2	1	1	2
4335644	4335698	2	2	0	2
4335913	4335964	2	2	1	2
4335913	4335973	2	2	1	2
4336966	4337026	2	0	0	2
4340214	4341651	2	1	0	2
4340214	4341657	2	1	0	2
4341758	4341813	2	1	0	2
4342014	4342067	2	0	3	2
4342240	4342297	2	1	1	2
4342341	4342394	2	1	0	2
4342477	4342640	2	0	3	2
4343129	4343181	2	0	2	2
4343530	4345417	2	1	1	2
4349363	4349430	2	0	2	2
4349482	4349552	1	2	0	1
4349714	4349768	1	1	0	1
4349733	4349848	1	2	0	1
4349733	4349869	1	2	0	1
4349733	4349940	1	2	0	1
4350088	4350160	1	0	1	1
4350652	4350725	1	1	1	1
4350856	4351038	1	0	0	1
4352679	4352738	2	0	1	2
4354123	4354311	1	0	0	1
4354123	4356894	1	0	0	1
4354127	4356894	1	0	0	1
4357305	4358461	1	2	1	1
4357305	4369663	1	2	2	1
4357305	4378063	1	2	2	1
4358538	4369663	1	1	2	1
4369751	4378063	1	0	2	1
4377217	4378063	1	0	2	1
4377723	4378063	1	2	2	1
4379386	4379454	1	0	1	1
4380427	4380495	1	1	2	1
4381159	4381212	1	1	0	1
4381320	4381784	1	1	2	1
4393879	4393939	1	1	3	1
4394047	4394205	1	1	0	1
4394047	4394422	1	1	0	1
4394287	4394422	1	1	0	1
4394619	4394678	1	1	0	1
4394979	4395044	1	1	0	1
4395365	4395429	1	3	2	1
4398195	4398295	1	0	1	1
4399516	4399574	2	1	2	2
4400247	4400303	2	0	3	2
4400354	4401002	2	0	2	2
4400354	4401533	2	0	1	2
4401935	4402013	1	0	0	1
4402912	4403031	1	2	2	1
4409246	4409336	2	1	1	2
4409980	4410075	2	0	0	2
4410311	4410379	2	0	0	2
4410579	4410647	2	0	2	2
4410877	4410934	2	0	0	2
4413189	4415808	2	0	2	2
4413189	4420418	2	0	0	2
4413189	4421674	2	0	2	2
4420812	4421674	2	0	2	2
4421851	4422435	2	1	1	2
4422585	4423475	2	0	0	2
4422585	4424840	2	0	3	2
4423686	4424232	2	0	2	2
4423686	4424840	2	0	2	2
4424281	4424840	2	0	3	2
4424931	4425060	2	1	0	2
4425338	4426250	2	2	2	2
4425338	4426265	2	2	2	2
4426405	4426594	2	0	0	2
4426683	4428299	2	0	1	2
4427458	4427519	1	1	0	1
4428478	4428539	2	1	3	2
4436447	4436546	2	0	1	2
4437048	4445059	2	0	1	2
4437229	4445059	2	0	1	2
4445768	4445829	2	1	0	2
4446105	4446158	2	0	1	2
4446228	4446281	2	0	1	2
4446470	4446529	2	0	0	2
4447449	4447522	2	0	0	2
4447689	4447748	2	0	0	2
4448194	4448258	2	0	1	2
4448701	4448864	2	0	1	2
4448701	4465931	2	0	1	2
4448728	4465931	2	1	1	2
4456901	4456947	1	1	0	1
4463693	4463760	1	0	0	1
4464910	4464963	1	0	0	1
4466810	4466857	2	1	2	2
4469555	4469621	2	0	0	2
4470801	4471041	2	0	2	2
4471201	4471261	2	0	1	2
4471207	4471261	2	0	1	2
4471207	4471276	2	0	1	2
4472167	4472232	1	0	1	1
4472627	4472945	1	2	0	1
4473428	4473487	1	1	0	1
4474109	4474172	1	0	0	1
4474344	4474412	1	0	0	1
4476809	4476956	4	0	3	2
4478514	4479050	2	0	3	2
4479272	4479735	2	0	1	2
4479272	4480609	2	0	1	2
4479272	4485115	2	0	1	2
4480966	4481055	1	0	0	1
4485335	4485909	4	1	2	2
4485335	4485963	2	1	0	2
4486964	4487019	1	1	0	1
4488676	4488743	2	1	0	2
4489584	4489648	1	2	2	1
4489932	4490006	1	1	2	1
4491115	4491279	1	0	0	1
4492707	4493335	1	0	0	1
4494222	4496328	1	0	1	1
4496248	4496328	1	0	1	1
4500693	4512045	1	3	0	1
4503146	4503299	2	2	4	2
4504909	4512045	1	3	0	1
4512424	4519980	1	0	1	1
4520128	4528422	1	2	1	1
4520365	4522895	2	0	1	2
4528561	4529717	1	3	0	1
4529852	4530320	1	0	0	1
4530507	4530651	1	0	0	1
4530850	4531318	1	2	2	1
4530850	4532240	1	2	0	1
4531502	4532240	1	5	0	1
4532422	4533509	1	6	1	1
4533745	4535012	1	5	0	1
4535159	4536881	1	0	0	1
4537096	4537168	1	0	0	1
4538033	4538326	1	0	0	1
4538033	4538341	1	0	0	1
4538033	4538344	1	0	3	1
4538793	4538857	1	0	0	1
4538793	4538878	1	0	0	1
4539251	4539311	1	3	0	1
4539457	4539517	1	2	1	1
4542240	4549686	0	0	4	1
4550616	4550669	2	0	4	2
4551141	4551193	2	0	0	2
4551495	4551725	2	0	0	2
4552052	4552118	2	0	0	2
4552070	4552118	2	0	0	2
4572785	4578813	1	2	0	1
4579198	4580003	1	2	0	1
4580050	4580610	1	3	2	1
4580880	4581005	1	2	1	1
4593170	4594150	2	1	2	2
4594760	4594825	2	0	1	2
4594971	4595027	2	0	0	2
4595246	4595309	2	0	2	2
4598777	4598838	1	1	0	1
4600339	4600397	1	2	1	1
4603769	4603834	2	0	2	2
4604040	4604092	2	0	1	2
4604377	4604429	2	0	0	2
4605364	4605431	2	3	1	2
4606022	4606084	2	1	3	2
4606541	4606749	2	1	0	2
4606962	4607027	2	1	0	2
4606962	4607698	2	1	0	2
4607958	4608745	2	2	0	2
4609750	4609814	1	1	1	1
4611014	4611091	1	0	0	1
4614450	4614594	1	0	1	1
4616492	4616545	1	0	1	1
4618149	4618218	1	1	0	1
4619067	4619126	1	1	0	1
4619316	4619375	1	1	0	1
4626203	4632682	1	2	0	1
4626421	4632682	1	2	0	1
4632820	4632884	1	2	0	1
4633031	4637384	1	2	0	1
4637465	4637528	1	0	1	1
4640887	4640944	1	0	0	1
4643474	4643532	2	0	2	2
4643624	4643737	2	0	0	2
4644844	4644968	2	1	0	2
4645182	4645532	2	0	0	2
4645182	4646879	2	0	2	2
4647040	4647100	2	1	0	2
4647040	4647289	2	1	1	2
4648574	4648632	1	2	0	1
4649233	4649291	1	2	0	1
4650131	4650388	1	2	0	1
4650527	4650591	1	2	2	1
4650772	4650841	1	2	1	1
4651033	4651099	1	4	0	1
4651201	4651275	1	2	0	1
4651642	4651702	1	2	0	1
4651866	4651917	1	0	0	1
4651866	4651930	1	0	0	1
4659245	4665700	2	0	2	2
4667469	4667525	1	0	0	1
4668298	4668356	3	1	0	1
4669069	4669338	1	0	0	1
4669482	4669535	1	0	0	1
4670155	4670218	1	0	0	1
4670319	4670380	1	0	0	1
4670635	4683819	1	2	2	1
4670635	4719694	1	2	2	1
4672508	4673389	2	2	2	2
4672508	4673709	2	2	0	2
4685662	4719694	1	2	4	1
4718363	4719694	1	2	4	1
4719740	4730325	1	2	0	1
4731270	4731339	1	0	0	1
4731735	4731851	1	0	1	1
4732053	4732165	1	2	0	1
4733553	4733612	1	1	0	1
4733756	4733820	1	3	0	1
4735472	4736011	2	1	1	2
4736650	4736732	2	0	2	2
4736654	4736732	2	0	2	2
4736683	4736732	2	1	2	2
4737653	4737718	2	0	0	2
4738570	4738635	2	0	2	2
4739610	4739673	1	1	0	1
4739868	4740118	1	0	0	1
4740747	4740867	1	1	0	1
4740783	4740835	2	0	1	2
4742204	4742280	2	2	3	2
4742522	4743328	2	0	1	2
4742522	4745460	2	0	0	2
4748578	4748638	2	0	0	2
4749750	4749812	2	5	2	2
4751969	4752024	2	1	3	2
4752186	4752245	2	1	0	2
4752845	4752918	2	1	0	2
4752845	4753865	2	1	1	2
4754341	4754399	1	0	1	1
4757493	4757556	2	0	2	2
4757493	4757561	2	0	0	2
4757493	4757579	2	0	0	2
4760742	4760800	2	0	0	2
4760928	4760982	2	0	2	2
4761334	4761391	2	0	0	2
4762737	4762901	1	2	0	1
4763594	4763650	1	0	0	1
4768659	4768936	1	2	0	1
4769002	4769082	1	2	0	1
4769394	4769446	1	0	0	1
4770326	4770383	2	0	1	2
4770708	4770816	2	0	1	2
4772337	4772457	1	3	0	1
4772724	4772786	1	1	1	1
4778749	4782132	2	2	2	2
4778749	4786574	2	3	2	2
4782883	4782949	1	0	0	1
4786937	4787890	2	0	1	2
4797253	4797376	1	0	0	1
4797310	4797376	1	0	0	1
4838618	4838739	2	0	2	2
4840020	4842291	2	0	1	2
4842665	4842781	2	1	1	2
4843190	4843293	2	0	1	2
4844069	4844236	2	2	4	2
4844597	4847088	2	3	1	2
4847592	4848549	2	1	2	2
4849004	4849576	2	0	3	2
4850170	4851014	2	0	1	2
4851688	4900173	2	2	2	2
4902171	4908577	2	0	0	2
4904971	4909161	1	1	0	1
4918319	4918383	2	0	0	2
4932572	4932623	2	1	4	2
4932739	4932810	2	1	0	2
4933141	4933747	2	0	0	2
4934318	4934659	2	1	3	2
4934994	4935102	2	1	2	2
4935268	4937640	2	0	2	2
4937927	4938386	2	4	0	2
4937927	4938498	2	3	2	2
4944704	4947033	1	0	0	1
4945107	4947033	1	0	0	1
4948034	4948789	1	4	0	1
4948934	4949323	1	2	2	1
4949600	4949964	1	1	0	1
4949600	4950131	1	1	1	1
4950384	4950636	1	1	0	1
4950384	4950970	1	1	0	1
4951334	4951430	1	1	1	1
4951733	4952102	1	0	1	1
4952242	4953149	1	1	1	1
4953426	4953533	1	2	2	1
4953853	4953981	1	0	0	1
4976352	4976426	1	1	2	1
4976485	4976540	1	3	0	1
4976745	4976797	1	2	3	1
4980726	4980781	2	3	0	2
4980731	4980812	1	2	0	1
4980968	4981035	2	1	0	2
4982482	4982544	2	0	3	2
4982916	4984791	2	0	2	2
5005062	5005111	1	0	0	1
5005325	5005391	1	1	1	1
5005507	5005561	1	2	0	1
5006800	5006864	1	0	0	1
5008197	5008253	2	1	0	2
5008488	5008545	2	0	2	2
5009525	5009577	2	0	0	2
5009716	5009777	2	0	1	2
5009725	5009777	2	1	1	2
5011486	5011546	2	0	1	2
5012947	5013006	2	0	2	2
5015963	5017160	1	0	0	1
5017873	5017939	1	1	0	1
5018441	5018493	1	0	0	1
5018441	5018521	1	0	0	1
5020811	5023607	1	1	0	1
5020811	5023724	1	1	0	1
5020811	5023759	1	1	1	1
5024275	5024447	1	1	1	1
5024653	5025040	1	3	0	1
5025387	5025479	1	1	2	1
5025930	5026016	1	0	0	1
